Country,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060,2061,2062,2063,2064,2065,2066,2067,2068,2069,2070,2071,2072,2073,2074,2075,2076,2077,2078,2079,2080,2081,2082,2083,2084,2085,2086,2087,2088,2089,2090,2091,2092,2093,2094,2095,2096,2097,2098,2099,2100
Rwanda,2186,2251,2313,2378,2449,2526,2608,2694,2780,2861,2933,2996,3051,3103,3162,3233,3319,3418,3527,3641,3755,3868,3984,4102,4227,4359,4500,4648,4804,4968,5141,5315,5489,5674,5882,6120,6408,6732,7030,7216,7236,7052,6702,6300,6005,5928,6115,6522,7060,7593,8026,8329,8536,8680,8818,8992,9207,9447,9708,9977,10247,10516,10789,11065,11345,11630,11917.508,12208.407,12501.156,12794.412,13087.173,13378.967,13669.913,13960.532,14251.666,14543.965,14837.434,15131.882,15427.633,15725.021,16024.252,16325.334,16628.034,16932.098,17237.133,17542.746,17848.704,18154.671,18459.997,18763.878,19065.658,19364.953,19661.478,19954.727,20244.161,20529.38,20810.047,21086.028,21357.305,21623.956,21886.077,22143.519,22396.185,22644.199,22887.719,23126.854,23361.603,23591.861,23817.492,24038.318,24254.197,24465.018,24670.728,24871.256,25066.552,25256.531,25441.158,25620.276,25793.687,25961.089,26122.284,26277.166,26425.729,26567.983,26704,26833.816,26957.428,27074.833,27186.067,27291.208,27390.322,27483.437,27570.589,27651.834,27727.223,27796.802,27860.653,27918.806,27971.301,28018.144,28059.365,28095.03,28125.239,28150.111,28169.757,28184.314,28193.91,28198.648,28198.64,28193.996,28184.816
Seychelles,36,37,37,38,38,39,39,40,40,41,42,42,43,45,46,47,48,49,50,51,52,54,55,57,58,60,61,63,64,65,66,67,68,69,69,70,70,70,70,70,71,72,73,74,75,77,78,78,79,80,81,83,84,86,87,89,90,90,91,91,91,92,92,93,93,94,94.228,94.737,95.235,95.702,96.112,96.464,96.76,97.011,97.217,97.414,97.58,97.717,97.833,97.93,98.01,98.082,98.136,98.185,98.219,98.241,98.254,98.258,98.252,98.223,98.185,98.131,98.061,97.972,97.855,97.721,97.553,97.359,97.145,96.909,96.643,96.356,96.049,95.718,95.378,95.017,94.642,94.263,93.872,93.47,93.076,92.676,92.28,91.888,91.499,91.116,90.735,90.366,90.004,89.65,89.303,88.97,88.638,88.314,87.993,87.677,87.375,87.076,86.779,86.491,86.205,85.913,85.637,85.35,85.074,84.795,84.51,84.237,83.959,83.677,83.397,83.107,82.814,82.525,82.228,81.926,81.61,81.294,80.978,80.651,80.309
Somalia,2264,2308,2352,2397,2444,2492,2541,2592,2645,2700,2756,2814,2874,2936,3001,3068,3144,3228,3314,3388,3445,3470,3475,3506,3628,3880,4289,4827,5418,5954,6359,6605,6716,6740,6748,6792,6887,7018,7165,7298,7397,7456,7489,7520,7584,7705,7892,8137,8422,8720,9011,9291,9564,9836,10116,10410,10718,11039,11369,11708,12053,12405,12764,13132,13513,13908,14317.996,14742.523,15181.925,15636.171,16105.174,16589.196,17088.214,17601.387,18127.56,18665.849,19215.918,19777.797,20351.526,20937.235,21535.019,22144.759,22766.243,23399.316,24043.828,24699.613,25366.549,26044.595,26733.772,27434.193,28145.899,28868.76,29602.596,30347.355,31102.953,31869.275,32646.129,33433.209,34230.143,35036.488,35851.792,36675.703,37507.879,38347.878,39195.255,40049.539,40910.365,41777.303,42649.847,43527.437,44409.572,45295.82,46185.811,47079.289,47976.033,48875.776,49778.16,50682.757,51589.203,52497.144,53406.176,54315.94,55225.97,56135.826,57044.994,57953.019,58859.452,59763.861,60665.741,61564.563,62459.838,63351.057,64237.81,65119.765,65996.642,66868.091,67733.787,68593.231,69445.711,70290.422,71126.692,71954.064,72772.292,73581.259,74380.862,75171.009,75951.53,76722.209,77482.753,78232.788,78971.914
"South Sudan",2583,2602,2625,2653,2685,2722,2762,2805,2852,2902,2955,3011,3070,3132,3196,3264,3334,3408,3485,3564,3648,3734,3825,3919,4017,4119,4225,4332,4446,4569,4705,4854,5012,5171,5320,5450,5566,5666,5741,5777,5768,5705,5600,5491,5432,5460,5591,5814,6100,6406,6701,6974,7237,7502,7788,8109,8468,8857,9263,9671,10067,10449,10818,11177,11531,11882,12230.73,12575.714,12919.053,13263.184,13610.007,13960.428,14314.458,14671.974,15032.44,15395.477,15761.305,16130.267,16502.233,16876.974,17254.367,17634.307,18016.908,18402.372,18790.97,19182.891,19578.154,19976.625,20378.119,20782.386,21189.205,21598.427,22009.951,22423.66,22839.397,23257.015,23676.336,24097.135,24519.204,24942.321,25366.221,25790.726,26215.574,26640.443,27064.973,27488.849,27911.806,28333.629,28754.081,29172.953,29590.035,30005.108,30417.939,30828.276,31235.914,31640.614,32042.173,32440.419,32835.177,33226.311,33613.665,33997.062,34376.34,34751.362,35122.026,35488.178,35849.687,36206.378,36558.096,36904.653,37245.862,37581.614,37911.774,38236.172,38554.62,38866.972,39173.122,39473.006,39766.572,40053.785,40334.627,40609.074,40877.11,41138.744,41393.996,41642.882,41885.468,42121.818,42352.021,42576.186,42794.448
Uganda,5158,5309,5456,5601,5748,5899,6056,6221,6396,6585,6788,7007,7240,7487,7746,8014,8293,8581,8873,9163,9446,9720,9988,10256,10534,10827,11140,11471,11818,12179,12550,12930,13323,13735,14174,14647,15155,15695,16263,16846,17439,18040,18653,19275,19908,20550,21202,21866,22552,23273,24039,24855,25718,26625,27568,28544,29551,30590,31664,32772,33915,35094,36307,37554,38833,40145,41487.965,42862.958,44270.563,45711.874,47187.703,48698.086,50242.802,51822.128,53436.321,55085.46,56769.412,58487.747,60239.885,62025.011,63842.36,65691.4,67571.502,69481.538,71420.257,73386.5,75379.412,77398.346,79442.649,81511.732,83604.961,85721.545,87860.635,90021.613,92203.851,94406.655,96629.12,98870.311,101129.434,103405.702,105698.201,108005.978,110327.825,112662.248,115007.567,117362.214,119724.961,122094.678,124470.067,126849.791,129232.61,131617.241,134002.531,136387.479,138771.165,141152.605,143530.647,145904.061,148271.671,150632.268,152984.654,155327.622,157659.949,159980.353,162287.5,164580.107,166856.956,169116.815,171358.306,173580.023,175780.629,177958.953,180113.871,182244.196,184348.743,186426.398,188476.075,190496.797,192487.785,194448.389,196377.86,198275.362,200139.938,201970.572,203766.258,205526.043,207249.037,208934.434,210581.519,212189.629,213758.214
Tanzania,7650,7847,8056,8275,8503,8741,8988,9244,9511,9787,10075,10373,10684,11006,11339,11684,12039,12406,12787,13187,13606,14046,14507,14985,15477,15980,16493,17018,17555,18110,18683,19277,19892,20525,21174,21837,22511,23199,23910,24661,25460,26315,27220,28149,29071,29961,30812,31635,32452,33292,34178,35117,36106,37149,38250,39411,40635,41924,43270,44664,46099,47571,49083,50637,52235,53880,55572.201,57310.019,59091.392,60913.557,62774.619,64673.854,66612.147,68591.196,70613.532,72681.07,74794.078,76952.218,79155.997,81405.88,83702.053,86044.557,88432.938,90866.132,93342.754,95861.531,98421.696,101022.629,103663.322,106342.632,109059.518,111813.197,114602.781,117426.994,120284.409,123173.856,126094.341,129045.371,132026.85,135038.935,138081.621,141154.199,144255.838,147386.143,150544.787,153731.223,156944.759,160184.335,163448.432,166735.278,170043.234,173370.923,176717.329,180081.637,183463.242,186861.214,190274.426,193701.133,197139.23,200586.276,204040.056,207498.947,210961.621,214426.557,217892.305,221357.454,224820.515,228280.071,231734.777,235183.337,238624.499,242056.793,245478.904,248889.875,252288.87,255674.875,259046.636,262402.578,265740.959,269059.914,272357.618,275632.466,278882.98,282107.778,285305.477,288474.581,291613.532,294720.62,297794.013,300831.773,303831.815
Zambia,2310,2367,2428,2494,2562,2634,2709,2787,2869,2954,3045,3140,3241,3345,3453,3563,3676,3792,3912,4039,4174,4318,4470,4629,4795,4965,5139,5318,5501,5692,5889,6094,6306,6522,6739,6955,7171,7386,7600,7814,8027,8240,8452,8669,8896,9137,9394,9667,9950,10240,10531,10824,11120,11422,11732,12052,12383,12726,13083,13456,13850,14265,14700,15153,15621,16101,16591.39,17094.13,17609.178,18137.369,18679.273,19234.791,19803.619,20386.125,20982.764,21593.825,22219.44,22859.363,23513.109,24179.963,24859.376,25551.178,26255.378,26971.852,27700.551,28441.399,29194.278,29959.107,30736.002,31525.138,32326.616,33140.423,33966.44,34804.573,35654.689,36516.657,37390.29,38275.489,39172.28,40080.735,41000.822,41932.434,42875.227,43828.553,44791.586,45763.655,46744.372,47733.591,48731.181,49737.11,50751.286,51773.463,52803.331,53840.605,54884.968,55936.138,56993.817,58057.772,59127.84,60203.908,61285.791,62373.196,63465.748,64563.12,65664.947,66770.853,67880.475,68993.385,70109.007,71226.678,72345.813,73465.938,74586.672,75707.576,76828.267,77948.303,79067.296,80184.814,81300.493,82413.98,83524.92,84632.937,85737.639,86838.617,87935.491,89027.867,90115.366,91197.631,92274.314,93345.077,94409.602
Zimbabwe,2747,2830,2917,3009,3104,3202,3303,3408,3516,3629,3747,3871,3999,4133,4270,4410,4553,4700,4851,5010,5176,5351,5536,5727,5921,6115,6308,6502,6703,6922,7164,7432,7722,8028,8342,8659,8976,9293,9604,9903,10183,10443,10683,10906,11117,11320,11518,11710,11893,12065,12222,12366,12501,12634,12778,12940,13124,13330,13558,13811,14086,14387,14711,15055,15412,15777,16150.362,16529.904,16913.261,17297.495,17680.465,18060.453,18437.423,18813.091,19190.301,19571.154,19955.912,20343.863,20735.073,21129.447,21526.861,21927.311,22330.754,22736.929,23145.468,23556.026,23968.335,24382.067,24796.673,25211.507,25625.981,26039.654,26452.158,26863.059,27271.926,27678.33,28081.89,28482.22,28878.815,29271.142,29658.75,30041.295,30418.546,30790.295,31156.399,31516.725,31871.087,32219.327,32561.327,32896.98,33226.222,33548.926,33865.059,34174.693,34477.969,34774.981,35065.689,35350.011,35627.893,35899.307,36164.172,36422.461,36674.084,36918.818,37156.394,37386.604,37609.317,37824.533,38032.21,38232.406,38425.112,38610.322,38787.965,38957.958,39120.196,39274.605,39421.192,39559.97,39691.002,39814.374,39930.17,40038.459,40139.287,40232.71,40318.796,40397.615,40469.281,40533.896,40591.626,40642.628,40687.107
Angola,4548,4659,4775,4890,5005,5116,5224,5329,5433,5537,5643,5753,5866,5980,6093,6203,6310,6415,6524,6643,6776,6927,7095,7278,7474,7682,7901,8131,8376,8642,8930,9245,9582,9932,10277,10609,10921,11218,11514,11827,12171,12553,12968,13404,13841,14269,14682,15089,15504,15950,16441,16983,17573,18203,18866,19553,20262,20998,21759,22550,23369,24219,25096,25998,26920,27859,28813.463,29784.193,30774.205,31787.566,32827.401,33894.484,34988.302,36109.078,37256.728,38431.208,39632.777,40861.741,42118.066,43401.63,44712.282,46049.888,47414.284,48805.159,50222.155,51664.864,53132.953,54626.019,56143.48,57684.681,59249.002,60835.954,62445.07,64075.73,65727.293,67399.148,69090.764,70801.659,72531.421,74279.686,76046.053,77830.032,79631.114,81448.802,83282.636,85132.12,86996.704,88875.848,90769.086,92676.002,94596.081,96528.707,98473.158,100428.785,102394.875,104370.664,106355.456,108348.391,110348.436,112354.428,114365.294,116380.154,118398.211,120418.555,122440.288,124462.545,126484.421,128505.096,130523.881,132540.159,134553.234,136562.388,138566.724,140565.19,142556.621,144539.981,146514.393,148479.176,150433.819,152377.935,154311.019,156232.405,158141.282,160036.741,161917.876,163783.817,165633.769,167467.024,169282.983,171081.104,172860.941
Cameroon,4307,4383,4460,4539,4621,4704,4791,4881,4974,5073,5176,5285,5400,5520,5646,5778,5915,6059,6208,6365,6528,6698,6875,7061,7254,7457,7669,7891,8123,8365,8618,8883,9159,9445,9742,10050,10368,10696,11032,11372,11715,12061,12409,12759,13110,13461,13812,14165,14524,14892,15274,15672,16085,16514,16959,17421,17900,18395,18907,19433,19970,20520,21082,21656,22240,22835,23439.189,24053.727,24678.234,25312.993,25958.184,26613.765,27279.608,27955.755,28642.234,29339.083,30046.222,30763.659,31491.572,32230.19,32979.644,33739.916,34510.776,35291.925,36083.001,36883.632,37693.541,38512.499,39340.228,40176.449,41020.839,41873.089,42732.805,43599.435,44472.363,45351.038,46235.002,47123.91,48017.458,48915.384,49817.39,50723.131,51632.155,52543.939,53457.903,54373.521,55290.408,56208.25,57126.77,58045.717,58964.821,59883.731,60802.097,61719.785,62636.676,63552.6,64467.271,65380.248,66291.024,67198.981,68103.572,69004.372,69900.995,70793.059,71680.176,72561.962,73437.976,74307.767,75170.91,76026.948,76875.451,77716.02,78548.205,79371.483,80185.271,80989.049,81782.453,82565.122,83336.723,84096.882,84845.301,85581.715,86305.887,87017.602,87716.726,88403.106,89076.611,89737.171,90384.702,91019.17,91640.537
"Central African Republic",1327,1340,1353,1368,1383,1399,1417,1436,1457,1479,1504,1529,1557,1586,1617,1649,1683,1719,1755,1792,1829,1865,1900,1937,1976,2017,2062,2110,2162,2219,2280,2347,2419,2493,2566,2634,2697,2755,2812,2873,2940,3015,3096,3181,3268,3353,3436,3517,3597,3677,3755,3832,3908,3982,4055,4128,4202,4276,4345,4404,4449,4476,4490,4500,4515,4546,4594.621,4659.08,4737.423,4825.711,4920.889,5022.853,5132.27,5247.586,5366.949,5488.896,5612.532,5737.657,5864.322,5992.915,6123.615,6256.23,6390.254,6525.376,6661.223,6797.519,6934.059,7070.78,7207.592,7344.487,7481.447,7618.398,7755.269,7892.097,8028.923,8165.788,8302.674,8439.545,8576.467,8713.528,8850.78,8988.184,9125.699,9263.238,9400.708,9538.009,9675.075,9811.807,9948.08,10083.725,10218.599,10352.59,10485.592,10617.464,10748.05,10877.206,11004.827,11130.808,11255.037,11377.383,11497.74,11616.025,11732.186,11846.15,11957.857,12067.276,12174.345,12279.049,12381.42,12481.499,12579.329,12674.928,12768.256,12859.309,12948.083,13034.57,13118.738,13200.611,13280.208,13357.564,13432.708,13505.623,13576.294,13644.671,13710.695,13774.322,13835.52,13894.236,13950.45,14004.126,14055.261
Chad,2502,2544,2589,2636,2685,2735,2786,2838,2891,2945,3002,3060,3121,3184,3247,3310,3372,3435,3499,3568,3644,3726,3815,3908,4000,4088,4172,4254,4336,4421,4512,4610,4715,4829,4954,5092,5243,5408,5584,5768,5957,6150,6349,6556,6772,7001,7241,7493,7759,8042,8343,8663,9002,9353,9710,10067,10422,10776,11134,11503,11887,12289,12705,13134,13569,14009,14452.543,14899.994,15353.184,15814.345,16285.093,16765.714,17255.546,17754.22,18261.067,18775.565,19297.583,19827.182,20364.197,20908.51,21459.963,22018.36,22583.505,23155.184,23733.187,24317.309,24907.304,25502.961,26103.996,26710.161,27321.154,27936.751,28556.669,29180.61,29808.24,30439.253,31073.358,31710.307,32349.847,32991.754,33635.795,34281.678,34929.121,35577.867,36227.662,36878.236,37529.284,38180.514,38831.582,39482.205,40132.054,40780.799,41428.087,42073.511,42716.67,43357.148,43994.61,44628.705,45258.994,45885.021,46506.378,47122.71,47733.685,48339.104,48938.745,49532.386,50119.776,50700.565,51274.437,51841.017,52399.973,52951.044,53494.022,54028.659,54554.748,55072.068,55580.421,56079.641,56569.615,57050.284,57521.561,57983.329,58435.456,58877.792,59310.183,59732.523,60144.691,60546.626,60938.28,61319.629,61690.672
"Congo (Brazzaville)",827,844,862,880,900,920,942,964,987,1012,1037,1064,1092,1122,1152,1184,1217,1252,1288,1325,1365,1407,1451,1496,1543,1590,1638,1687,1736,1787,1840,1895,1951,2009,2068,2128,2188,2249,2311,2375,2440,2508,2577,2649,2722,2799,2879,2962,3048,3136,3226,3316,3407,3503,3605,3718,3842,3976,4115,4254,4387,4513,4633,4751,4871,4996,5125.821,5260.75,5399.895,5542.197,5686.917,5834.089,5984.189,6137.528,6294.495,6455.373,6620.218,6788.982,6961.681,7138.328,7318.887,7503.338,7691.584,7883.415,8078.586,8276.845,8478.096,8682.197,8888.864,9097.765,9308.628,9521.302,9735.722,9951.83,10169.58,10388.945,10609.847,10832.271,11056.291,11282.052,11509.651,11739.09,11970.35,12203.432,12438.366,12675.151,12913.74,13154.112,13396.242,13640.111,13885.679,14132.883,14381.604,14631.675,14882.852,15134.958,15387.848,15641.402,15895.465,16149.866,16404.435,16659.024,16913.527,17167.841,17421.871,17675.54,17928.736,18181.328,18433.193,18684.189,18934.175,19183.029,19430.657,19677.036,19922.151,20165.952,20408.388,20649.319,20888.526,21125.754,21360.802,21593.541,21823.891,22051.84,22277.383,22500.487,22721.089,22939.131,23154.483,23367.025,23576.569
"Congo (Kinshasa)",12184,12429,12681,12944,13223,13518,13830,14161,14509,14872,15248,15638,16041,16462,16904,17370,17862,18378,18913,19459,20010,20563,21120,21689,22281,22902,23559,24248,24955,25662,26357,27039,27717,28405,29121,29883,30686,31530,32444,33465,34615,35915,37346,38834,40274,41596,42771,43830,44841,45899,47076,48394,49836,51390,53034,54751,56543,58418,60374,62409,64523,66714,68979,71316,73723,76197,78736.153,81339.988,84004.989,86727.573,89505.201,92336.045,95220.379,98160.404,101159.625,104220.558,107343.095,110526.199,113770.328,117075.937,120442.943,123870.684,127357.745,130902.18,134501.533,138153.309,141855.797,145606.856,149402.912,153239.842,157114,161022.796,164964.224,168935.876,172935.478,176960.865,181009.643,185079.729,189169.665,193278.289,197404.202,201545.747,205700.77,209866.71,214040.75,218220.444,222403.206,226587.511,230773.102,234960.366,239148.828,243337.06,247521.949,251699.336,255864.141,260011.999,264140.161,268246.746,272329.389,276385.914,280414.206,284411.691,288376.103,292306.067,296200.486,300057.96,303876.947,307655.006,311388.739,315074.232,318708.246,322288.521,325813.984,329284.026,332698.647,336057.529,339359.676,342603.511,345787.494,348909.902,351969.317,354964.732,357895.541,360761.393,363562.019,366297.172,368966.494,371569.56,374105.818,376574.633,378975.244
"Equatorial Guinea",226,231,234,236,238,239,242,245,248,252,255,259,263,267,271,277,285,293,301,306,307,302,293,281,269,260,252,247,244,247,255,270,291,314,338,359,376,390,402,414,427,441,455,471,487,505,524,545,567,590,614,640,666,695,725,757,792,829,868,909,951,994,1039,1084,1129,1175,1221.49,1267.689,1313.894,1360.104,1406.28,1452.35,1498.287,1544.203,1590.279,1636.622,1683.298,1730.26,1777.358,1824.393,1871.22,1917.787,1964.178,2010.61,2057.392,2104.728,2152.689,2201.208,2250.162,2299.375,2348.714,2398.149,2447.695,2497.32,2546.981,2596.652,2646.294,2695.886,2745.462,2795.078,2844.744,2894.47,2944.196,2993.886,3043.453,3092.849,3142.031,3190.988,3239.66,3287.993,3335.951,3383.481,3430.556,3477.168,3523.281,3568.873,3613.926,3658.407,3702.286,3745.52,3788.094,3829.976,3871.16,3911.644,3951.429,3990.517,4028.902,4066.584,4103.552,4139.809,4175.349,4210.173,4244.286,4277.679,4310.397,4342.414,4373.775,4404.439,4434.425,4463.733,4492.376,4520.335,4547.616,4574.218,4600.126,4625.356,4649.879,4673.7,4696.819,4719.218,4740.885
Gabon,473,476,478,479,481,483,485,488,491,495,499,504,510,516,524,533,543,554,566,578,590,602,613,625,637,650,664,679,695,712,729,748,767,787,808,830,853,877,901,927,952,978,1005,1032,1059,1086,1114,1142,1171,1201,1231,1262,1294,1328,1364,1403,1445,1489,1536,1587,1640,1697,1757,1817,1876,1930,1979.786,2025.137,2067.561,2109.099,2151.289,2194.488,2238.282,2282.534,2326.901,2371.137,2415.315,2459.617,2504.065,2548.693,2593.514,2638.542,2683.764,2729.214,2774.89,2820.808,2866.951,2913.301,2959.83,3006.498,3053.264,3100.094,3146.962,3193.804,3240.543,3287.137,3333.54,3379.697,3425.558,3471.063,3516.141,3560.758,3604.886,3648.482,3691.507,3733.944,3775.764,3816.942,3857.494,3897.426,3936.753,3975.451,4013.545,4051.034,4087.941,4124.301,4160.094,4195.328,4230.012,4264.168,4297.786,4330.873,4363.416,4395.41,4426.825,4457.644,4487.871,4517.477,4546.456,4574.8,4602.495,4629.531,4655.881,4681.536,4706.457,4730.636,4754.058,4776.706,4798.559,4819.604,4839.822,4859.186,4877.726,4895.418,4912.281,4928.318,4943.536,4957.934,4971.534,4984.324,4996.323
"Saint Thomas and Principe",60,59,59,58,58,59,60,61,62,63,64,65,64,64,64,65,66,68,70,72,74,76,78,79,81,83,85,87,90,93,95,97,99,100,102,104,105,107,109,112,114,116,119,121,124,126,129,131,133,136,139,142,145,148,152,156,159,163,167,171,175,179,183,187,191,196,199.91,204.327,208.818,213.379,218.011,222.718,227.489,232.342,237.266,242.282,247.375,252.551,257.802,263.107,268.471,273.872,279.317,284.804,290.321,295.864,301.424,307,312.597,318.201,323.814,329.429,335.053,340.68,346.294,351.902,357.495,363.08,368.648,374.203,379.749,385.297,390.834,396.355,401.853,407.332,412.784,418.21,423.615,429,434.349,439.677,444.978,450.256,455.507,460.731,465.918,471.076,476.201,481.294,486.34,491.349,496.319,501.234,506.104,510.907,515.652,520.338,524.958,529.506,533.997,538.415,542.762,547.034,551.226,555.342,559.375,563.321,567.182,570.954,574.656,578.276,581.815,585.275,588.656,591.958,595.18,598.326,601.397,604.397,607.347
Algeria,8872,9040,9216,9405,9610,9830,10066,10316,10578,10849,11125,11405,11690,11985,12296,12627,12980,13354,13744,14144,14550,14960,15377,15804,16247,16709,17190,17690,18212,18761,19338,19944,20576,21228,21894,22566,23241,23918,24591,25258,25912,26554,27181,27786,28362,28904,29411,29887,30336,30766,31184,31592,31995,32404,32831,33288,33778,34300,34861,35466,36118,36820,37566,38339,39113,39872,40606.052,41318.142,42008.054,42679.018,43333.255,43969.303,44584.467,45178.849,45752.995,46307.643,46843.063,47360.008,47860.486,48347.052,48821.963,49286.285,49741.054,50188.453,50630.92,51070.401,51507.846,51943.721,52378.836,52813.83,53248.997,53684.399,54119.593,54553.53,54984.743,55411.769,55833.922,56250.124,56657.885,57054.231,57436.703,57804.208,58156.137,58491.219,58808.275,59106.493,59385.347,59644.912,59885.843,60109.267,60316.226,60507.128,60682.545,60843.9,60992.938,61131.159,61259.492,61378.599,61489.432,61592.928,61689.919,61781.092,61867.061,61948.436,62025.747,62099.469,62169.949,62237.42,62302.053,62363.854,62422.851,62479.024,62532.295,62582.408,62629.024,62671.784,62710.46,62744.724,62773.977,62797.493,62814.647,62824.97,62828.113,62823.82,62811.834,62791.869,62763.548,62726.426,62679.958,62623.54,62556.472
Egypt,20713,21215,21747,22309,22902,23523,24173,24848,25545,26263,26997,27745,28506,29281,30071,30876,31698,32534,33377,34217,35046,35863,36674,37488,38322,39188,40089,41026,42005,43028,44099,45217,46380,47595,48869,50205,51608,53066,54547,56007,57412,58752,60036,61276,62496,63714,64933,66151,67378,68627,69906,71227,72590,73982,75382,76778,78159,79537,80954,82465,84108,85898,87813,89807,91813,93778,95688.681,97553.151,99375.741,101168.745,102941.484,104692.187,106416.061,108116.982,109800.309,111470.93,113130.458,114781.107,116429.178,118082.119,119745.677,121421.618,123110.062,124812.705,126530.788,128264.287,130013.689,131776.462,133545.421,135311.042,137065.513,138805.578,140529.93,142235.097,143917.867,145575.547,147205.904,148807.449,150379.368,151921.405,153433.492,154915.089,156366.037,157787.287,159180.298,160546.412,161885.864,163199.201,164488.575,165756.609,167005.245,168235.45,169447.086,170639.679,171812.229,172963.944,174094.819,175205.055,176294.186,177361.668,178407.025,179430.064,180430.653,181408.605,182363.701,183295.801,184204.709,185090.341,185952.865,186792.549,187609.559,188403.749,189174.888,189922.985,190648.066,191350.01,192028.641,192683.525,193313.969,193919.115,194498.197,195050.638,195576.003,196073.936,196544.082,196985.98,197399.094,197782.729,198136.077,198458.209,198748.056
Libya,1125,1143,1164,1188,1215,1245,1279,1317,1358,1402,1448,1498,1551,1607,1668,1733,1804,1879,1959,2044,2134,2228,2327,2431,2537,2645,2755,2866,2979,3097,3219,3348,3480,3615,3747,3874,3995,4110,4220,4329,4437,4544,4651,4755,4855,4949,5036,5117,5196,5274,5356,5441,5528,5616,5705,5793,5881,5970,6053,6121,6169,6194,6198,6196,6204,6235,6293.253,6374.616,6470.956,6569.864,6662.173,6745.673,6822.852,6894.768,6963.84,7031.832,7098.476,7162.726,7224.687,7284.508,7342.346,7398.213,7452.161,7504.306,7554.801,7603.743,7651.158,7697.033,7741.372,7784.117,7825.251,7864.742,7902.53,7938.424,7972.202,8003.68,8032.77,8059.444,8083.58,8105.01,8123.669,8139.509,8152.56,8162.834,8170.352,8175.198,8177.435,8177.145,8174.517,8169.759,8163.08,8154.609,8144.486,8132.96,8120.311,8106.794,8092.565,8077.719,8062.385,8046.654,8030.639,8014.396,7997.999,7981.519,7965.028,7948.544,7932.118,7915.73,7899.295,7882.704,7865.858,7848.722,7831.276,7813.466,7795.217,7776.465,7757.192,7737.386,7716.997,7696.003,7674.391,7652.162,7629.332,7605.955,7582.062,7557.72,7532.985,7507.921,7482.595,7457.085,7431.453
Morocco,8986,9243,9528,9837,10163,10503,10853,11212,11579,11951,12329,12711,13095,13478,13857,14229,14593,14951,15303,15652,16000,16347,16695,17049,17417,17804,18211,18637,19082,19543,20020,20512,21017,21529,22038,22537,23024,23498,23962,24421,24879,25337,25791,26237,26667,27075,27461,27826,28175,28515,28850,29182,29512,29844,30179,30521,30869,31226,31597,31990,32410,32859,33334,33825,34318,34803,35276.786,35739.58,36191.805,36635.156,37070.718,37497.502,37913.853,38319.726,38715.278,39100.641,39475.653,39840.14,40194.377,40538.76,40873.592,41198.982,41514.923,41821.531,42118.916,42407.174,42686.376,42956.584,43217.848,43470.212,43713.705,43948.376,44174.242,44391.255,44599.334,44798.428,44988.495,45169.567,45341.733,45505.144,45659.886,45805.999,45943.39,46071.868,46191.168,46301.091,46401.59,46492.706,46574.431,46646.783,46709.789,46763.52,46808.017,46843.318,46869.492,46886.622,46894.856,46894.398,46885.418,46868.159,46842.859,46809.734,46769.099,46721.407,46667.174,46606.862,46540.786,46469.235,46392.582,46311.228,46225.536,46135.753,46042.11,45944.829,45844.109,45740.112,45633.054,45523.049,45410.082,45294.028,45174.846,45052.593,44927.413,44799.512,44669.09,44536.323,44401.349,44264.249,44125.042,43983.706,43840.152
Sudan,5734,5885,6041,6204,6373,6549,6732,6923,7122,7329,7544,7769,8004,8249,8504,8770,9048,9338,9640,9954,10282,10621,10975,11344,11733,12144,12578,13035,13510,14002,14507,15027,15562,16108,16658,17210,17757,18303,18866,19476,20148,20894,21701,22536,23348,24103,24786,25410,26004,26607,27251,27945,28680,29436,30186,30912,31607,32283,32955,33651,34386,35167,35990,36850,37738,38648,39578.828,40533.33,41511.526,42514.094,43541.203,44592.44,45666.292,46760.545,47872.43,48999.711,50141.051,51296.028,52464.484,53646.648,54842.478,56051.316,57272.095,58503.852,59745.525,60996.11,62254.963,63521.438,64794.628,66073.569,67357.464,68645.673,69937.787,71233.507,72532.615,73834.917,75140.027,76447.622,77757.697,79070.356,80385.607,81703.192,83022.778,84344.136,85667.046,86991.221,88316.261,89641.704,90967.182,92292.266,93616.439,94939.166,96259.738,97577.324,98890.985,100199.791,101503.078,102800.068,104089.643,105370.527,106641.644,107902.296,109151.925,110389.87,111615.48,112828.238,114027.659,115213.464,116385.599,117544.206,118689.326,119820.752,120938.321,122042.246,123132.881,124210.435,125274.95,126326.167,127363.607,128386.621,129394.703,130387.628,131365.393,132328.111,133275.944,134208.984,135127.231,136030.56,136918.736,137791.396,138648.073
